date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2025-01-27;15:49:12;Executed;"SCALMkyionhQBaN";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,26;1.153,00;-299,7799;0,00;0,00;EUR
2025-01-27;15:13:40;Executed;"SCAL1GLjpK8ZQ9z";"Invesco Physical Gold A";Security;Savings plan;IE00B579F325;0,792;252,50;-199,98;0,00;0,00;EUR
2025-01-27;15:00:41;Executed;"SCALhEnxHKdwkub";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;3,394;88,39;-299,9956;0,00;0,00;EUR
2025-01-24;11:19:31;Executed;"SCALYzEPALhtA7z";"NVIDIA";Security;Buy;US67066G1040;4;140,30;-561,20;0,00;0,00;EUR
2025-01-24;01:00:00;Executed;"DWRKBGSBVURP6NR1QVQYRO";"Scalable Capital Broker 4x Sparplan";Cash;Deposit;;;;1.100,00;0,00;;EUR
2025-01-21;09:44:40;Executed;"SCALRDuQTTzN2SK";"SAP SE";Security;Buy;DE0007164600;2;257,30;-514,60;0,00;0,00;EUR
2025-01-13;13:32:27;Executed;"SCALAFFdoQdvfhB";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;4,874;41,03;-199,9802;0,00;0,00;EUR
2025-01-13;13:25:57;Executed;"SCALwXSLwLKY61R";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,883;104,03;-299,9184;0,00;0,00;EUR
2025-01-10;01:00:00;Executed;"6ZM3SJNBQX1Z1EWBFYBUNX";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;500,00;0,00;;EUR
2025-01-08;01:00:00;Executed;"949474060";"Scalable Capital";Cash;Deposit;;;;10.000,00;0,00;;EUR
2025-01-06;01:00:00;Executed;"949327271";"Scalable Capital";Cash;Deposit;;;;10.000,00;0,00;;EUR
2025-01-02;01:00:00;Executed;"QJSWTHOAENOG1VGQ";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2024-12-31;01:00:00;Executed;"52024004";"KKT-Abschluss";Cash;Interest;;;;25,46;0,00;0,00;EUR
2024-12-30;01:00:00;Executed;"948756107";"Scalable Capital";Cash;Deposit;;;;10.000,00;0,00;;EUR
2024-12-27;11:40:12;Executed;"SCALuLUB8hvtaQB";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,251;1.191,40;-299,0414;0,00;0,00;EUR
2024-12-27;11:35:15;Executed;"SCALjwMcsuneYRS";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;3,18;94,33;-299,9694;0,00;0,00;EUR
2024-12-27;11:26:36;Executed;"SCALi6T1tDGMKLD";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,489;613,02;-299,7667;0,00;0,00;EUR
2024-12-27;11:02:47;Executed;"SCALJEVBRK4V5zA";"Invesco Physical Gold A";Security;Savings plan;IE00B579F325;0,822;243,04;-199,7788;0,00;0,00;EUR
2024-12-24;01:00:00;Executed;"MEZ8BGXGJFM96WUPD7F5OC";"Scalable Capital Broker 4x Sparplan";Cash;Deposit;;;;1.100,00;0,00;;EUR
2024-12-23;01:00:00;Executed;"948485979";"Scalable Capital";Cash;Deposit;;;;10.000,00;0,00;;EUR
2024-12-17;01:00:00;Executed;"WWEK 35928783";"Alphabet A";Cash;Distribution;US02079K3059;;;0,39;0,00;0,18;EUR
2024-12-13;13:43:56;Executed;"SCAL6Dxtz1XEPTt";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;4,568;43,78;-199,987;0,00;0,00;EUR
2024-12-13;13:39:12;Executed;"SCALtq4Cq7L2gL8";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,828;106,045;-299,8952;0,00;0,00;EUR
2024-12-13;01:00:00;Executed;"WWEK 35514839";"Microsoft";Cash;Distribution;US5949181045;;;1,10;0,00;0,48;EUR
2024-12-12;01:00:00;Executed;"NXBQ7C7EYZRRYBIYSWSMYY";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;500,00;0,00;;EUR
2024-12-10;08:54:13;Executed;"SCALBJoW1n8B6Uq";"Rivian Automotive A";Security;Sell;US76954A1034;36;14,00;504,00;0,00;0,00;EUR
2024-12-02;01:00:00;Executed;"UJOYQHZWFJBI1AQG";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2024-11-28;12:11:21;Executed;"SCALn4ySs7cH1Uf";"Qualcomm";Security;Sell;US7475251036;3;148,60;445,80;0,00;0,00;EUR
2024-11-28;12:10:55;Executed;"SCAL5ktdsPG9W1g";"BYD Co H";Security;Sell;CNE100000296;20;30,51;610,20;0,00;0,00;EUR
2024-11-25;15:26:54;Cancelled;"SCALT6BMnmJcjNS";"CoinShares Physical Bitcoin";Security;Sell;GB00BLD4ZL17;0;0,00;0,00;0,00;0,00;EUR
2024-11-25;15:25:38;Executed;"SCALU95wPuZTRe3";"CoinShares Physical Bitcoin";Security;Sell;GB00BLD4ZL17;8;89,275;714,20;4,92;0,00;EUR
2024-11-25;11:42:40;Executed;"SCALqjt8VDcHYZY";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,495;605,74;-299,8413;0,00;0,00;EUR
2024-11-25;11:31:43;Executed;"SCALYpuRG1gmHoZ";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,263;1.138,40;-299,3992;0,00;0,00;EUR
2024-11-25;11:18:51;Executed;"SCALtth7bvhAPNK";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;3,321;90,31;-299,9195;0,00;0,00;EUR
2024-11-25;11:00:44;Executed;"SCAL834HmG6ELiZ";"Invesco Physical Gold A";Security;Savings plan;IE00B579F325;0,813;245,86;-199,8841;0,00;0,00;EUR
2024-11-22;20:41:31;Executed;"SCALQHUzpRWubwz";"CoinShares Physical Bitcoin";Security;Buy;GB00BLD4ZL17;10;92,385;-923,85;6,37;0,00;EUR
2024-11-22;01:00:00;Executed;"HSKSAVFZ3WAOITBRK4Y2VM";"Scalable Capital Broker 4x Sparplan";Cash;Deposit;;;;1.100,00;0,00;;EUR
2024-11-19;09:04:52;Executed;"SCALc63ui6iu9wL";"iShares MSCI India (Acc)";Security;Sell;IE00BZCQB185;134,7;9,028;1.216,0716;0,00;0,00;EUR
2024-11-19;01:00:00;Executed;"WWEK 34536214";"Apple";Cash;Distribution;US0378331005;;;0,51;0,00;0,20;EUR
2024-11-15;19:16:35;Executed;"SCALumujEQsKed4";"NVIDIA";Security;Sell;US67066G1040;15;133,62;2.004,30;0,00;0,00;EUR
2024-11-13;14:05:44;Executed;"SCALvRCztc2kVqv";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;22,502;8,888;-199,9977;0,00;0,00;EUR
2024-11-13;14:01:58;Executed;"SCALZP4fGaMKxfV";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,921;102,70;-299,9867;0,00;0,00;EUR
2024-11-13;13:50:15;Executed;"SCALCScexFwaxr8";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;4,842;41,30;-199,9746;0,00;0,00;EUR
2024-11-12;08:00:41;Executed;"SCALLGTMjk7KP8S";"ON Semiconductor";Security;Sell;US6821891057;3;66,14;198,4199;0,99;0,00;EUR
2024-11-12;01:00:00;Executed;"HZZXKZMVNZEF1MPP95IU8F";"Scalable Capital Broker 3x Sparplan";Cash;Deposit;;;;700,00;0,00;;EUR
2024-11-11;15:30:08;Executed;"SCALSi8mb7xq5r4";"Starbucks";Security;Sell;US8552441094;3;92,14;276,42;0,00;0,00;EUR
2024-11-07;01:00:00;Executed;"WWEK 34233050";"ASML Holding";Cash;Distribution;NL0010273215;;;1,29;0,00;0,23;EUR
2024-11-04;01:00:00;Executed;"VSX72CT0JVVZC9DQ";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2024-10-29;01:00:00;Executed;"WWEK 34048528";"Qualcomm";Cash;Distribution;US7475251036;;;1,55;0,00;0,66;EUR
2024-10-29;01:00:00;Executed;"CANCEL-WWEK 25714438";"Qualcomm";Cash;Distribution;US7475251036;;;-1,55;0,00;-0,66;EUR
2024-10-25;14:11:58;Executed;"SCALNEzCQ2yPnCt";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,525;570,38;-299,4495;0,00;0,00;EUR
2024-10-25;14:03:58;Executed;"SCALc1njQbMmsuk";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;3,494;85,84;-299,9249;0,00;0,00;EUR
2024-10-25;13:58:14;Executed;"SCALnHMGwWkuXML";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,28;1.071,40;-299,992;0,00;0,00;EUR
2024-10-24;17:28:42;Executed;"SCALZtrQHHwzd6z";"Tesla";Security;Sell;US88160R1014;2;235,05;470,10;0,00;0,00;EUR
2024-10-24;02:00:00;Executed;"QCOWWWERL8ANM8UKRVWEWG";"Scalable Capital Broker 3x Sparplan";Cash;Deposit;;;;900,00;0,00;;EUR
2024-10-14;13:57:10;Executed;"SCALDq6A72JmzJR";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;3,022;99,24;-299,9032;0,00;0,00;EUR
2024-10-14;13:39:10;Executed;"SCALVBqT1yrYPmA";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;21,274;9,401;-199,9968;0,00;0,00;EUR
2024-10-14;13:29:41;Executed;"SCALoF7FHTsem6K";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;4,608;43,395;-199,9641;0,00;0,00;EUR
2024-10-11;02:00:00;Executed;"VMZPIBNXVKCA4EHTRHSSJE";"Scalable Capital Broker 3x Sparplan";Cash;Deposit;;;;700,00;0,00;;EUR
2024-10-07;08:44:24;Executed;"SCALaN1FM9iVcqf";"Tesla";Security;Buy;US88160R1014;2;229,40;-458,80;0,00;0,00;EUR
2024-10-04;02:00:00;Executed;"WWEK 33589337";"NVIDIA";Cash;Distribution;US67066G1040;;;0,10;0,00;0,04;EUR
2024-10-02;02:00:00;Executed;"WCOZJUSJTREHVQMP";"Erstattung: Entgelt PRIME Broker";Cash;Fee;;;;26,91;0,00;;EUR
2024-10-02;02:00:00;Executed;"GXBSZANJQY7BMFEE";"Entgelt PRIME+ Broker";Cash;Fee;;;;-4,99;0,00;;EUR
2024-10-01;11:57:29;Cancelled;"SCALTazdCnJSYYm";"Rivian Automotive A";Security;Sell;US76954A1034;0;0,00;0,00;0,00;0,00;EUR
2024-09-27;02:00:00;Executed;"WWEK 33249372";"Qualcomm";Cash;Distribution;US7475251036;;;1,60;0,00;0,68;EUR
2024-09-25;14:17:17;Executed;"SCALcpWtDux9etS";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;2,488;80,37;-199,9605;0,00;0,00;EUR
2024-09-25;14:12:56;Executed;"SCALkW2XjXvUtaf";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,369;541,56;-199,8356;0,00;0,00;EUR
2024-09-25;13:33:44;Executed;"SCALVwWZj7zgTNu";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,196;1.017,20;-199,3711;0,00;0,00;EUR
2024-09-24;02:00:00;Executed;"CAOPBYUMVF73QFZ7MODSHN";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;400,00;0,00;;EUR
2024-09-17;02:00:00;Executed;"WWEK 32694566";"Alphabet A";Cash;Distribution;US02079K3059;;;0,38;0,00;0,16;EUR
2024-09-13;14:26:07;Executed;"SCALcJtXvRQgGpf";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,317;43,15;-99,9785;0,00;0,00;EUR
2024-09-13;13:50:09;Executed;"SCALKTdWkWdJ7mB";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,112;94,68;-199,9641;0,00;0,00;EUR
2024-09-13;13:35:20;Executed;"SCALi2vJDRF7zLm";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;10,634;9,403;-99,9915;0,00;0,00;EUR
2024-09-13;02:00:00;Executed;"WWEK 32510437";"Microsoft";Cash;Distribution;US5949181045;;;0,93;0,00;0,42;EUR
2024-09-12;02:00:00;Executed;"7VWKJCAT5FQPK8HGLVBZHU";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-09-02;02:00:00;Executed;"WWEK 32015201";"Starbucks";Cash;Distribution;US8552441094;;;1,08;0,00;0,46;EUR
2024-08-26;11:42:44;Executed;"SCALe7ijwy6Gf9d";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,198;1.009,80;-199,9404;0,00;0,00;EUR
2024-08-26;11:39:03;Executed;"SCALg97jRNu7P9Z";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,374;533,34;-199,4691;0,00;0,00;EUR
2024-08-26;11:21:01;Executed;"SCALkfFmtHj1gaf";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;2,47;80,96;-199,9712;0,00;0,00;EUR
2024-08-23;02:00:00;Executed;"JGK1G9SXISRKCIWLGDZXW";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;400,00;0,00;;EUR
2024-08-21;08:00:34;Executed;"SCALBb13adEgPSt";"Alphabet A";Security;Buy;US02079K3059;3;150,82;-452,46;0,00;0,00;EUR
2024-08-16;02:00:00;Executed;"WWEK 31655291";"Apple";Cash;Distribution;US0378331005;;;0,48;0,00;0,20;EUR
2024-08-14;17:16:05;Executed;"SCALWUnHEBJc5fH";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,171;92,114;-199,9794;0,00;0,00;EUR
2024-08-14;16:29:35;Executed;"SCALrA3jtgn43wN";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;11,06;9,041;-99,9934;0,00;0,00;EUR
2024-08-13;16:56:05;Executed;"SCALR1LJz478Je5";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,374;42,11;-99,9691;0,00;0,00;EUR
2024-08-12;02:00:00;Executed;"RZP8WWCSI22CTDNFSZ5PM8";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-08-07;02:00:00;Executed;"WWEK 31424846";"ASML Holding";Cash;Distribution;NL0010273215;;;1,29;0,00;0,23;EUR
2024-08-05;18:45:01;Executed;"SCALtNCN6VjSbyg";"Rivian Automotive A";Security;Buy;US76954A1034;36;13,70;-493,20;0,00;0,00;EUR
2024-08-05;08:26:10;Executed;"SCALTSaFXk8JSCx";"NVIDIA";Security;Buy;US67066G1040;5;84,17;-420,85;0,00;0,00;EUR
2024-08-02;17:15:09;Cancelled;"SCALx6EFUhd52Tj";"NVIDIA";Security;Buy;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2024-07-31;02:00:00;Executed;"WWEK 31183755";"BYD Co H";Cash;Distribution;CNE100000296;;;7,23;0,00;0,80;EUR
2024-07-25;14:09:56;Executed;"SCALZjbMUVVtJGr";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;2,517;79,45;-199,9756;0,00;0,00;EUR
2024-07-25;14:02:46;Executed;"SCALbkhSvJrJ88X";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,379;527,60;-199,9604;0,00;0,00;EUR
2024-07-25;13:50:43;Executed;"SCALGNUC2EJ96x3";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,199;1.000,40;-199,0796;0,00;0,00;EUR
2024-07-24;02:00:00;Executed;"T69UFLIAT1P1BCLGKXTAUT";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;400,00;0,00;;EUR
2024-07-17;08:26:42;Executed;"SCALgadkUheykZt";"ASML Holding";Security;Buy;NL0010273215;1;948,10;-948,10;0,00;0,00;EUR
2024-07-15;13:22:33;Executed;"SCALkMbvGkxBi6Z";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;2,077;96,292;-199,9984;0,00;0,00;EUR
2024-07-15;13:22:04;Executed;"SCALqxC3Nq9qdfe";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,316;43,165;-99,9701;0,00;0,00;EUR
2024-07-15;13:16:16;Executed;"SCALKiNjwe52Cmy";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;10,621;9,415;-99,9967;0,00;0,00;EUR
2024-07-12;19:21:04;Executed;"SCALy6Ks1DuXsPS";"Rivian Automotive A";Security;Sell;US76954A1034;33;17,00;561,00;0,00;0,00;EUR
2024-07-12;02:00:00;Executed;"BEPTLCXW8BVFHGN6YZ3W3K";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-07-02;02:00:00;Executed;"WWEK 30293977";"NVIDIA";Cash;Distribution;US67066G1040;;;0,05;0,00;0,04;EUR
2024-06-26;14:36:03;Executed;"SCALAto9m5HcBWS";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,37;539,54;-199,6298;0,00;0,00;EUR
2024-06-26;14:32:04;Executed;"SCALofLydC2VoG6";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,189;1.053,00;-199,017;0,00;0,00;EUR
2024-06-25;13:16:32;Executed;"SCAL6X45nehimiK";"Xtrackers MSCI World Information Technology (Acc)";Security;Savings plan;IE00BM67HT60;2,414;82,84;-199,9757;0,00;0,00;EUR
2024-06-24;02:00:00;Executed;"OUAL2GSRKQCMZY74CN84SB";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;400,00;0,00;;EUR
2024-06-21;02:00:00;Executed;"WWEK 29699789";"Qualcomm";Cash;Distribution;US7475251036;;;1,66;0,00;0,72;EUR
2024-06-17;11:08:50;Executed;"SCALt2RbwN281pw";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;10,842;9,223;-99,9957;0,00;0,00;EUR
2024-06-17;11:04:32;Executed;"SCALNyiEAXCgQxQ";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;1,063;93,996;-99,9177;0,00;0,00;EUR
2024-06-14;02:00:00;Executed;"WWEK 29266285";"Microsoft";Cash;Distribution;US5949181045;;;0,96;0,00;0,44;EUR
2024-06-13;15:37:32;Executed;"SCALSJq71JtTtpz";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,396;41,735;-99,997;0,00;0,00;EUR
2024-06-13;02:00:00;Executed;"GJZPBIU8I9YID3V6UB89DP";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;200,00;0,00;;EUR
2024-06-13;02:00:00;Executed;"ICSJM6GWZXPPPOPY";"Entgelt PRIME Broker";Cash;Fee;;;;-35,88;0,00;;EUR
2024-06-10;02:00:00;Executed;"WWUM 00325330745";"NVIDIA";Security;Corporate action;US67066G1040;-1;568,00;-568,00;;;EUR
2024-06-10;02:00:00;Executed;"WWUM 00325330750";"NVIDIA";Security;Corporate action;US67066G1040;10;56,80;568,00;;;EUR
2024-06-03;02:00:00;Executed;"WWEK 28694277";"Starbucks";Cash;Distribution;US8552441094;;;1,09;0,00;0,48;EUR
2024-05-30;19:50:08;Executed;"SCAL2U5fxEtAtEe";"Rivian Automotive A";Security;Sell;US76954A1034;50;10,10;505,00;0,00;0,00;EUR
2024-05-27;11:31:58;Executed;"SCALZibpZa7pn8s";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,388;514,78;-199,7346;0,00;0,00;EUR
2024-05-27;11:11:37;Executed;"SCAL9JzaUJtU9dj";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,101;989,50;-99,9395;0,00;0,00;EUR
2024-05-24;02:00:00;Executed;"KJU4P3ZSR22ZOYR95QGTPP";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-05-20;02:00:00;Executed;"WWEK 28017980";"Apple";Cash;Distribution;US0378331005;;;0,49;0,00;0,20;EUR
2024-05-16;13:25:23;Executed;"SCALBP8C1hwmh2M";"Aurubis";Security;Sell;DE0006766504;4;77,00;308,00;0,00;0,00;EUR
2024-05-13;14:02:11;Executed;"SCALMh1KEWMonHq";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;11,773;8,494;-99,9998;0,00;0,00;EUR
2024-05-13;13:46:03;Executed;"SCALFGtwFVPggmb";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;1,092;91,512;-99,9311;0,00;0,00;EUR
2024-05-13;13:35:03;Executed;"SCALRbVDkL64BDd";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,557;39,095;-99,9659;0,00;0,00;EUR
2024-05-10;02:00:00;Executed;"TQZRHDHYUPKEOQ3FHYYWQT";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;200,00;0,00;;EUR
2024-04-25;13:51:36;Executed;"SCALKqiCoPzkaVZ";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,108;924,30;-99,8244;0,00;0,00;EUR
2024-04-25;13:25:37;Executed;"SCAL5dKfdMdeGtW";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,404;494,54;-199,7941;0,00;0,00;EUR
2024-04-24;02:00:00;Executed;"F3DFIYKZQMBZIKAWWXRJ4T";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-04-16;15:59:11;Executed;"SCALZ298vZUBtVT";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;1,12;89,284;-99,998;0,00;0,00;EUR
2024-04-16;15:47:56;Executed;"SCALMR4LBAxD3HF";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;11,775;8,492;-99,9933;0,00;0,00;EUR
2024-04-15;11:18:36;Executed;"SCALH9KjRruQcEZ";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,531;39,50;-99,9745;0,00;0,00;EUR
2024-04-15;02:00:00;Executed;"D5QP5MZNSOCZLJDE8MNMBN";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;200,00;0,00;;EUR
2024-04-04;02:00:00;Executed;"WWEK 26366612";"Apple";Cash;Distribution;US0378331005;;;0,47;0,00;0,20;EUR
2024-04-04;02:00:00;Executed;"CANCEL-WWEK 24912738";"Apple";Cash;Distribution;US0378331005;;;-0,47;0,00;-0,20;EUR
2024-04-03;02:00:00;Executed;"WWEK 26139434";"NVIDIA";Cash;Distribution;US67066G1040;;;0,02;0,00;0,02;EUR
2024-03-25;12:03:23;Executed;"SCALt63SutVkCYZ";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,394;507,38;-199,9077;0,00;0,00;EUR
2024-03-25;11:56:38;Executed;"SCALuGTUbLxxvBi";"iShares Nasdaq 100 (Acc)";Security;Savings plan;IE00B53SZB19;0,103;963,30;-99,2199;0,00;0,00;EUR
2024-03-22;01:00:00;Executed;"WWEK 25714438";"Qualcomm";Cash;Distribution;US7475251036;;;1,55;0,00;0,66;EUR
2024-03-22;01:00:00;Executed;"XPG2QXXYDT69ZYESSCMEBJ";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-03-15;01:00:00;Executed;"WWEK 25455726";"Microsoft";Cash;Distribution;US5949181045;;;0,96;0,00;0,42;EUR
2024-03-13;14:24:05;Executed;"SCALJZhpZzf9Xhh";"Franklin FTSE India (Acc)";Security;Savings plan;IE00BHZRQZ17;2,675;37,37;-99,9647;0,00;0,00;EUR
2024-03-13;14:11:14;Executed;"SCALfdZK1CvfwhJ";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;12,272;8,148;-99,9922;0,00;0,00;EUR
2024-03-13;13:35:12;Executed;"SCAL8rwL6qHCmdY";"iShares Core MSCI World (Acc)";Security;Savings plan;IE00B4L5Y983;1,122;89,08;-99,9477;0,00;0,00;EUR
2024-03-12;01:00:00;Executed;"7Z9VRMO7KDYR4C1A1H9LK8";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;200,00;0,00;;EUR
2024-03-08;08:41:13;Executed;"SCALRYpQV6azqG2";"CoinShares Physical Bitcoin (Acc)";Security;Buy;GB00BLD4ZL17;8;60,125;-481,00;3,31;0,00;EUR
2024-03-07;09:44:04;Executed;"SCAL3oK3WTNDvz9";"Fisker A";Security;Buy;US33813J1060;650;0,386;-250,90;0,00;0,00;EUR
2024-02-27;12:30:18;Executed;"SCALCpVbPZsYqRx";"Rivian Automotive A";Security;Buy;US76954A1034;50;10,08;-504,00;0,00;0,00;EUR
2024-02-26;11:54:04;Executed;"SCALiygVTBa29RH";"iShares Core S&P 500 UCITS ETF";Security;Savings plan;IE00B5BMR087;0,405;492,90;-199,6245;0,00;0,00;EUR
2024-02-26;11:40:37;Executed;"SCALCqSfALfjWhM";"iShares NASDAQ 100 UCITS ETF USD (Acc)";Security;Savings plan;IE00B53SZB19;0,106;943,30;-99,9898;0,00;0,00;EUR
2024-02-26;01:00:00;Executed;"CANCEL-WWEK 24685946";"Apple";Cash;Distribution;US0378331005;;;-0,47;0,00;-0,20;EUR
2024-02-26;01:00:00;Executed;"WWEK 24855678";"Starbucks";Cash;Distribution;US8552441094;;;1,09;0,00;0,48;EUR
2024-02-26;01:00:00;Executed;"WWEK 24912738";"Apple";Cash;Distribution;US0378331005;;;0,47;0,00;0,20;EUR
2024-02-23;01:00:00;Executed;"EMDPVKZU7TBHPM5RVB3DTQ";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;300,00;0,00;;EUR
2024-02-20;01:00:00;Executed;"WWEK 24817084";"Aurubis";Cash;Distribution;DE0006766504;;;5,60;0,00;0,00;EUR
2024-02-16;01:00:00;Executed;"WWEK 24685946";"Apple";Cash;Distribution;US0378331005;;;0,47;0,00;0,20;EUR
2024-02-14;14:24:18;Executed;"SCALWZ8oqnTirRE";"iShares Core MSCI World UCITS ETF";Security;Savings plan;IE00B4L5Y983;1,147;87,11;-99,9151;0,00;0,00;EUR
2024-02-14;13:56:11;Executed;"SCALdtvn38vztpa";"Franklin FTSE India UCITS ETF SINGLCLASS";Security;Savings plan;IE00BHZRQZ17;2,586;38,66;-99,9747;0,00;0,00;EUR
2024-02-14;13:36:37;Executed;"SCALFjPq9J1VWoy";"iShares MSCI India UCITS ETF USD (Acc)";Security;Savings plan;IE00BZCQB185;11,947;8,37;-99,9963;0,00;0,00;EUR
2024-02-14;12:05:03;Cancelled;"SCAL7yt92YKG6pL";"Starbucks";Security;Sell;US8552441094;0;0,00;0,00;0,00;0,00;EUR
2024-02-13;01:00:00;Executed;"X7POXF4BJ3R4YW1CUPX65F";"Scalable Capital Broker 2x Sparplan";Cash;Deposit;;;;200,00;0,00;;EUR
2024-02-09;12:59:22;Executed;"SCALpuiJcx9B1VG";"Qualcomm";Security;Buy;US7475251036;3;139,68;-419,04;0,00;0,00;EUR
2024-02-07;01:00:00;Executed;"WWEK 24465963";"thyssenkrupp";Cash;Distribution;DE0007500001;;;6,00;0,00;0,00;EUR
2024-02-05;07:00:58;Expired;"SCALVYzv22s2wUP";"thyssenkrupp";Security;Sell;DE0007500001;0;0,00;0,00;0,00;0,00;EUR
2024-02-02;08:02:24;Executed;"SCALapfSVYNGS6Y";"Apple";Security;Buy;US0378331005;3;166,80;-500,40;0,00;0,00;EUR
